# Name,Therm,Z,Delta,P,mix
31,False,9.041521299882436e-08,0.001459232257984341,0.5801490308207646,0.1678264864430986
8,False,0.06415689068480157,0.0016006600274997037,0.48793979381125374,0.20591244843731682
5,False,0.032660130171571655,0.0015089700028515975,0.452297692094475,0.17654105318910807
72,False,0.050164662489114775,0.0013774100009649238,0.5225670672709692,0.128940401684713
25,False,3.4836708984187226e-07,0.001455700052513242,0.5574350691191907,0.14183346759660076
30,False,3.9598877350943695e-05,0.0014422800944740902,0.5754302384927279,0.18763846236226772
15,False,0.07683045117125875,0.0013316800079965435,0.4726751733108513,0.24044031952659078
29,False,7.265363976216577e-05,0.001443770020936408,0.5750768601625718,0.19790987541742705
68,False,0.04949999950560091,0.0013455100112650265,0.5373185379559048,0.19252490809308914
19,False,0.10104868008724832,0.0016877601125307607,0.461456786389319,0.17715316478929066
49,False,0.07902545117563031,0.0015299300013734657,0.5125968413762474,0.1628488174915712
23,False,0.055028101816269714,0.0016393500223565892,0.5221924471741662,0.2296306265364846
21,False,0.09321126735800389,0.001940810033629909,0.48719529112442655,0.22591931875651808
48,False,0.06827258133641134,0.0015096400000862672,0.5152823284019599,0.14200806686759565
55,False,0.09067496265620445,0.0014314600057216843,0.5083085644876918,0.12708437034347664
12,False,0.09476294761371884,0.0018905300024774274,0.43935304824695737,0.23031561999463296
42,False,0.073313530709025,0.00144776000000964,0.5074232555556826,0.126452347597677
50,False,0.06344903245227895,0.0014481400200669293,0.5437493844160046,0.12119916412482148
27,False,0.0301217688274472,0.0015817862769914983,0.568726931368786,0.1738962563686011
77,False,0.028165669419660144,0.001524230043265398,0.514838100908278,0.12162817811406977
64,False,0.06797271043312536,0.0013661600005305341,0.505576917139612,0.15769938689038135
69,False,0.08380205361154625,0.0015783100076843502,0.531157973484009,0.239435916696541
